USA,Database,Name,Accession,Type,Length,GC,CAI,Organism,Description
fasta::barcode71.ffn:bc71_00921,-,bc71_00921,-,N,918,67.43,0.705,,putative 5-dehydro-4-deoxyglucarate dehydratase
fasta::barcode71.ffn:bc71_00922,-,bc71_00922,-,N,1581,68.82,0.688,,Alpha-ketoglutaric semialdehyde dehydrogenase 3
fasta::barcode71.ffn:bc71_00923,-,bc71_00923,-,N,1362,63.44,0.694,,major facilitator family transporter phagosomal transporter 
fasta::barcode71.ffn:bc71_00924,-,bc71_00924,-,N,1356,65.34,0.68,,Glucarate dehydratase
fasta::barcode71.ffn:bc71_00925,-,bc71_00925,-,N,1272,63.44,0.647,,Porin-like protein NicP
fasta::barcode71.ffn:bc71_00926,-,bc71_00926,-,N,1545,66.67,0.706,,Galactarate dehydratase (L-threo-forming)
fasta::barcode71.ffn:bc71_00927,-,bc71_00927,-,N,381,66.4,0.733,,RutC family protein
fasta::barcode71.ffn:bc71_00928,-,bc71_00928,-,N,2142,69.37,0.723,,ATP-dependent DNA helicase RecG
fasta::barcode71.ffn:bc71_00929,-,bc71_00929,-,N,939,68.48,0.731,,Pyrimidine-specific ribonucleoside hydrolase RihA
fasta::barcode71.ffn:bc71_00930,-,bc71_00930,-,N,279,57.71,0.716,,50S ribosomal protein L31 type B
fasta::barcode71.ffn:bc71_00931,-,bc71_00931,-,N,1290,61.32,0.771,,Citrate synthase
fasta::barcode71.ffn:bc71_00932,-,bc71_00932,-,N,651,64.98,0.597,,hypothetical protein
fasta::barcode71.ffn:bc71_00933,-,bc71_00933,-,N,2427,66.13,0.769,,Penicillin-binding protein 1A
fasta::barcode71.ffn:bc71_00934,-,bc71_00934,-,N,1059,63.46,0.695,,type IV pilus inner membrane platform protein PilM 
fasta::barcode71.ffn:bc71_00935,-,bc71_00935,-,N,771,65.24,0.666,,Fimbrial assembly protein (PilN)
fasta::barcode71.ffn:bc71_00936,-,bc71_00936,-,N,666,62.76,0.803,,type IV pilus inner membrane platform protein PilO 
fasta::barcode71.ffn:bc71_00937,-,bc71_00937,-,N,534,63.67,0.59,,type IV pilus biogenesis protein PilP 
fasta::barcode71.ffn:bc71_00938,-,bc71_00938,-,N,1947,63.17,0.651,,type IV pilus secretin PilQ 
fasta::barcode71.ffn:bc71_00939,-,bc71_00939,-,N,1020,68.04,0.719,,ATPase family associated with various cellular activities (AAA)
fasta::barcode71.ffn:bc71_00940,-,bc71_00940,-,N,972,71.6,0.617,,hypothetical protein
fasta::barcode71.ffn:bc71_00941,-,bc71_00941,-,N,456,71.05,0.602,,hypothetical protein
fasta::barcode71.ffn:bc71_00942,-,bc71_00942,-,N,1008,67.36,0.65,,von Willebrand factor type A domain protein
fasta::barcode71.ffn:bc71_00943,-,bc71_00943,-,N,1809,67.72,0.651,,von Willebrand factor type A domain protein
fasta::barcode71.ffn:bc71_00944,-,bc71_00944,-,N,1740,70.63,0.637,,hypothetical protein
fasta::barcode71.ffn:bc71_00945,-,bc71_00945,-,N,1281,64.01,0.721,,Proton/glutamate-aspartate symporter
fasta::barcode71.ffn:bc71_00946,-,bc71_00946,-,N,2001,65.12,0.781,,Transketolase 1
fasta::barcode71.ffn:bc71_00947,-,bc71_00947,-,N,1077,64.53,0.634,,Serine aminopeptidase S33
fasta::barcode71.ffn:bc71_00948,-,bc71_00948,-,N,846,61.35,0.594,,IS3 family transposase IS1404
fasta::barcode71.ffn:bc71_00949,-,bc71_00949,-,N,264,58.33,0.657,,IS3 family transposase IS1404
fasta::barcode71.ffn:bc71_00950,-,bc71_00950,-,N,684,67.54,0.765,,FhuE receptor
fasta::barcode71.ffn:bc71_00951,-,bc71_00951,-,N,1509,62.43,0.765,,ferripyoverdine receptor FpvA 
fasta::barcode71.ffn:bc71_00952,-,bc71_00952,-,N,903,67.77,0.713,,transcriptional regulator PtxR 
fasta::barcode71.ffn:bc71_00953,-,bc71_00953,-,N,762,66.54,0.673,,flagellar-related 3-oxoacyl-ACP reductase 
fasta::barcode71.ffn:bc71_00954,-,bc71_00954,-,N,732,66.26,0.644,,Peptidase family M23
fasta::barcode71.ffn:bc71_00955,-,bc71_00955,-,N,975,67.38,0.723,,LD-transpeptidase catalytic domain
fasta::barcode71.ffn:bc71_00956,-,bc71_00956,-,N,2715,63.17,0.687,,Vitamin B12 transporter BtuB
fasta::barcode71.ffn:bc71_00957,-,bc71_00957,-,N,1179,65.14,0.607,,Phosphoinositide phospholipase C Ca2+-dependent
fasta::barcode71.ffn:bc71_00958,-,bc71_00958,-,N,1950,65.74,0.644,,butyrate:acetyl-CoA coenzyme A-transferase
fasta::barcode71.ffn:bc71_00959,-,bc71_00959,-,N,336,66.07,0.68,,Penicillinase repressor
fasta::barcode71.ffn:bc71_00960,-,bc71_00960,-,N,1305,69.66,0.576,,BlaR1 peptidase M56
fasta::barcode71.ffn:bc71_00961,-,bc71_00961,-,N,585,67.35,0.605,,hypothetical protein
fasta::barcode71.ffn:bc71_00962,-,bc71_00962,-,N,558,62.9,0.607,,Flavin reductase like domain protein
fasta::barcode71.ffn:bc71_00963,-,bc71_00963,-,N,615,65.37,0.675,,iron(III ABC transporter ATP-binding protein 
fasta::barcode71.ffn:bc71_00964,-,bc71_00964,-,N,693,70.56,0.759,,Molybdenum transport system permease protein ModB
fasta::barcode71.ffn:bc71_00965,-,bc71_00965,-,N,777,68.47,0.69,,Molybdate-binding protein ModA
fasta::barcode71.ffn:bc71_00966,-,bc71_00966,-,N,471,55.63,0.448,,IS5 family transposase IS1480b
fasta::barcode71.ffn:bc71_00967,-,bc71_00967,-,N,387,58.66,0.51,,hypothetical protein
fasta::barcode71.ffn:bc71_00968,-,bc71_00968,-,N,813,67.28,0.672,,S1/P1 Nuclease
fasta::barcode71.ffn:bc71_00969,-,bc71_00969,-,N,813,66.42,0.671,,Beta-lactamase hydrolase-like protein
fasta::barcode71.ffn:bc71_00970,-,bc71_00970,-,N,381,58.53,0.493,,hypothetical protein
fasta::barcode71.ffn:bc71_00971,-,bc71_00971,-,N,471,55.41,0.442,,IS5 family transposase IS1480b
fasta::barcode71.ffn:bc71_00972,-,bc71_00972,-,N,615,63.09,0.716,,Outer membrane protein W
fasta::barcode71.ffn:bc71_00973,-,bc71_00973,-,N,624,65.38,0.742,,Outer membrane protein W
fasta::barcode71.ffn:bc71_00974,-,bc71_00974,-,N,519,63.78,0.817,,Calcium/calmodulin dependent protein kinase II association domain protein
fasta::barcode71.ffn:bc71_00975,-,bc71_00975,-,N,1002,62.08,0.789,,Glyceraldehyde-3-phosphate dehydrogenase A
fasta::barcode71.ffn:bc71_00976,-,bc71_00976,-,N,471,59.24,0.708,,hypothetical protein
fasta::barcode71.ffn:bc71_00977,-,bc71_00977,-,N,2709,68.99,0.649,,hypothetical protein
fasta::barcode71.ffn:bc71_00978,-,bc71_00978,-,N,1365,71.87,0.621,,hypothetical protein
fasta::barcode71.ffn:bc71_00979,-,bc71_00979,-,N,1176,66.58,0.779,,Phosphoglycerate kinase
fasta::barcode71.ffn:bc71_00980,-,bc71_00980,-,N,648,67.13,0.692,,putative protein
fasta::barcode71.ffn:bc71_00981,-,bc71_00981,-,N,1467,66.12,0.777,,Pyruvate kinase II
fasta::barcode71.ffn:bc71_00982,-,bc71_00982,-,N,1005,63.28,0.826,,Fructose-bisphosphate aldolase class 1
fasta::barcode71.ffn:bc71_00983,-,bc71_00983,-,N,540,61.85,0.653,,O-acetyl-ADP-ribose deacetylase
fasta::barcode71.ffn:bc71_00984,-,bc71_00984,-,N,507,68.64,0.692,,Phospholipid methyltransferase
fasta::barcode71.ffn:bc71_00985,-,bc71_00985,-,N,960,68.54,0.793,,O-ureido-L-serine synthase
fasta::barcode71.ffn:bc71_00986,-,bc71_00986,-,N,1206,71.97,0.705,,Siroheme synthase
fasta::barcode71.ffn:bc71_00987,-,bc71_00987,-,N,981,68.81,0.765,,HTH-type transcriptional regulator CysB
fasta::barcode71.ffn:bc71_00988,-,bc71_00988,-,N,282,68.09,0.727,,hypothetical protein
fasta::barcode71.ffn:bc71_00989,-,bc71_00989,-,N,147,58.5,0.359,,hypothetical protein
fasta::barcode71.ffn:bc71_00990,-,bc71_00990,-,N,1197,67.75,0.75,,Adaptive-response sensory-kinase SasA
fasta::barcode71.ffn:bc71_00991,-,bc71_00991,-,N,438,71.69,0.629,,hypothetical protein
fasta::barcode71.ffn:bc71_00992,-,bc71_00992,-,N,2028,66.77,0.689,,Vitamin B12 transporter BtuB
fasta::barcode71.ffn:bc71_00993,-,bc71_00993,-,N,1572,68.19,0.628,,PepSY-associated TM region
fasta::barcode71.ffn:bc71_00994,-,bc71_00994,-,N,726,66.39,0.757,,Phosphoadenosine phosphosulfate reductase
fasta::barcode71.ffn:bc71_00995,-,bc71_00995,-,N,1788,65.94,0.718,,Sulfite reductase [NADPH] hemoprotein beta-component
fasta::barcode71.ffn:bc71_00996,-,bc71_00996,-,N,1848,69.26,0.731,,Sulfite reductase [NADPH] flavoprotein alpha-component
fasta::barcode71.ffn:bc71_00997,-,bc71_00997,-,N,1065,65.73,0.721,,Sulfate adenylyltransferase subunit 2
fasta::barcode71.ffn:bc71_00998,-,bc71_00998,-,N,1977,65.81,0.718,,Bifunctional enzyme CysN/CysC
fasta::barcode71.ffn:bc71_00999,-,bc71_00999,-,N,1086,68.6,0.723,,membrane-fusion protein 
fasta::barcode71.ffn:bc71_01000,-,bc71_01000,-,N,3126,65.23,0.726,,multiple transferable resistance system protein MtrD 
fasta::barcode71.ffn:bc71_01001,-,bc71_01001,-,N,2676,67.15,0.772,,Peptidase family M1 domain protein
fasta::barcode71.ffn:bc71_01002,-,bc71_01002,-,N,534,67.79,0.661,,Acetyltransferase (GNAT) domain protein
fasta::barcode71.ffn:bc71_01003,-,bc71_01003,-,N,1494,63.92,0.788,,Sodium/proton-dependent alanine carrier protein
fasta::barcode71.ffn:bc71_01004,-,bc71_01004,-,N,903,71.65,0.714,,putative tRNA/rRNA methyltransferase YfiF
fasta::barcode71.ffn:bc71_01005,-,bc71_01005,-,N,1509,69.05,0.672,,Para-nitrobenzyl esterase
fasta::barcode71.ffn:bc71_01006,-,bc71_01006,-,N,1965,63,0.636,,Retaining alpha-galactosidase
fasta::barcode71.ffn:bc71_01007,-,bc71_01007,-,N,3465,65.54,0.62,,GH2: beta-galactosidase  and 10 other functions.
fasta::barcode71.ffn:bc71_01008,-,bc71_01008,-,N,2937,61.9,0.713,,Vitamin B12 transporter BtuB
fasta::barcode71.ffn:bc71_01009,-,bc71_01009,-,N,1470,61.77,0.603,,Exoglucanase A
fasta::barcode71.ffn:bc71_01010,-,bc71_01010,-,N,1050,67.33,0.659,,sugar-binding transcriptional regulator LacI family 
fasta::barcode71.ffn:bc71_01011,-,bc71_01011,-,N,279,66.67,0.783,,hypothetical protein
fasta::barcode71.ffn:bc71_01012,-,bc71_01012,-,N,1128,67.38,0.701,,Peptidase family M28
fasta::barcode71.ffn:bc71_01013,-,bc71_01013,-,N,432,59.95,0.727,,Large-conductance mechanosensitive channel
fasta::barcode71.ffn:bc71_01014,-,bc71_01014,-,N,714,64.71,0.727,,Fumarylacetoacetate (FAA) hydrolase family protein
fasta::barcode71.ffn:bc71_01015,-,bc71_01015,-,N,276,65.94,0.656,,hypothetical protein
fasta::barcode71.ffn:bc71_01016,-,bc71_01016,-,N,378,66.4,0.608,,Rieske [2Fe-2S] domain protein
fasta::barcode71.ffn:bc71_01017,-,bc71_01017,-,N,1863,64.57,0.764,,Citrate transporter
fasta::barcode71.ffn:bc71_01018,-,bc71_01018,-,N,786,67.56,0.717,,tRNA (guanine-N(7)-)-methyltransferase
fasta::barcode71.ffn:bc71_01019,-,bc71_01019,-,N,795,66.79,0.769,,Thiazole synthase
fasta::barcode71.ffn:bc71_01020,-,bc71_01020,-,N,201,63.18,0.601,,ThiS family protein
fasta::barcode71.ffn:bc71_01021,-,bc71_01021,-,N,1818,68.32,0.785,,Esterase EstA
fasta::barcode71.ffn:bc71_01022,-,bc71_01022,-,N,74,59.46,0.461,,tRNA-Gly(ccc)
fasta::barcode71.ffn:bc71_01023,-,bc71_01023,-,N,1881,57.79,0.483,,Arm DNA-binding domain protein
fasta::barcode71.ffn:bc71_01024,-,bc71_01024,-,N,420,52.62,0.394,,hypothetical protein
fasta::barcode71.ffn:bc71_01025,-,bc71_01025,-,N,1002,54.69,0.417,,hypothetical protein
fasta::barcode71.ffn:bc71_01026,-,bc71_01026,-,N,651,54.53,0.303,,LysR substrate binding domain protein
fasta::barcode71.ffn:bc71_01027,-,bc71_01027,-,N,261,55.17,0.364,,Helix-turn-helix
fasta::barcode71.ffn:bc71_01028,-,bc71_01028,-,N,885,51.86,0.336,,Hca operon transcriptional activator HcaR
fasta::barcode71.ffn:bc71_01029,-,bc71_01029,-,N,3378,52.81,0.367,,hypothetical protein
fasta::barcode71.ffn:bc71_01030,-,bc71_01030,-,N,237,58.23,0.59,,IS3 family transposase ISXca1
fasta::barcode71.ffn:bc71_01031,-,bc71_01031,-,N,846,61.35,0.589,,IS3 family transposase IS1404
fasta::barcode71.ffn:bc71_01032,-,bc71_01032,-,N,264,58.33,0.657,,IS3 family transposase IS1404
fasta::barcode71.ffn:bc71_01033,-,bc71_01033,-,N,900,55.67,0.445,,TrbL/VirB6 plasmid conjugal transfer protein
fasta::barcode71.ffn:bc71_01034,-,bc71_01034,-,N,468,50.85,0.351,,hypothetical protein
fasta::barcode71.ffn:bc71_01035,-,bc71_01035,-,N,591,49.58,0.413,,hypothetical protein
fasta::barcode71.ffn:bc71_01036,-,bc71_01036,-,N,261,53.64,0.363,,hypothetical protein
fasta::barcode71.ffn:bc71_01037,-,bc71_01037,-,N,267,62.92,0.732,,IS3 family transposase ISXca1
fasta::barcode71.ffn:bc71_01038,-,bc71_01038,-,N,567,65.26,0.65,,IS3 family transposase ISXca1
fasta::barcode71.ffn:bc71_01039,-,bc71_01039,-,N,477,57.44,0.544,,IS3 family transposase ISXca2
fasta::barcode71.ffn:bc71_01040,-,bc71_01040,-,N,267,58.05,0.666,,IS3 family transposase ISXca2
fasta::barcode71.ffn:bc71_01041,-,bc71_01041,-,N,372,57.8,0.562,,Integrase core domain protein
fasta::barcode71.ffn:bc71_01042,-,bc71_01042,-,N,1023,58.55,0.43,,Putative helicase
fasta::barcode71.ffn:bc71_01043,-,bc71_01043,-,N,957,55.28,0.435,,Diguanylate cyclase GGDEF domain
fasta::barcode71.ffn:bc71_01044,-,bc71_01044,-,N,291,50.86,0.438,,hypothetical protein
fasta::barcode71.ffn:bc71_01045,-,bc71_01045,-,N,927,56.74,0.43,,Nucleotidyl transferase AbiEii toxin Type IV TA system
fasta::barcode71.ffn:bc71_01046,-,bc71_01046,-,N,759,58.63,0.374,,Transcriptional regulator AbiEi antitoxin Type IV TA system
fasta::barcode71.ffn:bc71_01047,-,bc71_01047,-,N,360,54.72,0.405,,hypothetical protein
fasta::barcode71.ffn:bc71_01048,-,bc71_01048,-,N,1524,56.36,0.47,,hypothetical protein
fasta::barcode71.ffn:bc71_01049,-,bc71_01049,-,N,348,58.62,0.437,,hypothetical protein
fasta::barcode71.ffn:bc71_01050,-,bc71_01050,-,N,1401,57.53,0.452,,hypothetical protein
fasta::barcode71.ffn:bc71_01051,-,bc71_01051,-,N,942,57.32,0.425,,TraU protein
fasta::barcode71.ffn:bc71_01052,-,bc71_01052,-,N,819,61.05,0.531,,IS3 family transposase ISXac3
fasta::barcode71.ffn:bc71_01053,-,bc71_01053,-,N,273,61.9,0.578,,IS3 family transposase ISXac3
fasta::barcode71.ffn:bc71_01054,-,bc71_01054,-,N,156,62.82,0.693,,hypothetical protein
fasta::barcode71.ffn:bc71_01055,-,bc71_01055,-,N,396,64.9,0.62,,hypothetical protein
fasta::barcode71.ffn:bc71_01056,-,bc71_01056,-,N,393,64.12,0.717,,H-NS histone family protein
fasta::barcode71.ffn:bc71_01057,-,bc71_01057,-,N,2130,62.96,0.736,,Glycogen operon protein GlgX 
fasta::barcode71.ffn:bc71_01058,-,bc71_01058,-,N,906,68.32,0.737,,Ribosomal protein S6--L-glutamate ligase
fasta::barcode71.ffn:bc71_01059,-,bc71_01059,-,N,207,61.35,0.509,,hypothetical protein
fasta::barcode71.ffn:bc71_01060,-,bc71_01060,-,N,678,63.42,0.726,,Possible two component system response transcriptional positive regulator PhoP 
fasta::barcode71.ffn:bc71_01061,-,bc71_01061,-,N,1335,65.54,0.693,,Possible two component system response sensor kinase membrane associated PhoR 
fasta::barcode71.ffn:bc71_01062,-,bc71_01062,-,N,492,64.84,0.596,,Acetyltransferase (GNAT) domain protein
fasta::barcode71.ffn:bc71_01063,-,bc71_01063,-,N,291,66.67,0.678,,hypothetical protein
fasta::barcode71.ffn:bc71_01064,-,bc71_01064,-,N,402,68.41,0.591,,Toxin SymE type I toxin-antitoxin system
fasta::barcode71.ffn:bc71_01065,-,bc71_01065,-,N,624,61.22,0.474,,Dephospho-CoA kinase
fasta::barcode71.ffn:bc71_01066,-,bc71_01066,-,N,864,64.35,0.705,,type 4 prepilin peptidase PilD 
fasta::barcode71.ffn:bc71_01067,-,bc71_01067,-,N,294,48.64,0.477,,type IV pilus assembly protein PilC 
fasta::barcode71.ffn:bc71_01068,-,bc71_01068,-,N,441,55.1,0.46,,Type IV pilus major pilin subunit PilE 
fasta::barcode71.ffn:bc71_01069,-,bc71_01069,-,N,1530,61.57,0.691,,type IV pilus assembly ATPase PilB-like 
fasta::barcode71.ffn:bc71_01070,-,bc71_01070,-,N,1395,66.09,0.748,,two-component response regulator PilR 
fasta::barcode71.ffn:bc71_01071,-,bc71_01071,-,N,1611,69.03,0.797,,two-component sensor PilS 
fasta::barcode71.ffn:bc71_01072,-,bc71_01072,-,N,1170,61.97,0.78,,Succinate--CoA ligase [ADP-forming] subunit beta
fasta::barcode71.ffn:bc71_01073,-,bc71_01073,-,N,876,65.07,0.8,,Succinate--CoA ligase [ADP-forming] subunit alpha
fasta::barcode71.ffn:bc71_01074,-,bc71_01074,-,N,345,61.74,0.503,,hypothetical protein
fasta::barcode71.ffn:bc71_01075,-,bc71_01075,-,N,303,61.06,0.533,,ParE toxin of type II toxin-antitoxin system parDE
fasta::barcode71.ffn:bc71_01076,-,bc71_01076,-,N,1656,66.85,0.754,,Glutamine-dependent NAD(+) synthetase
fasta::barcode71.ffn:bc71_01077,-,bc71_01077,-,N,987,65.86,0.724,,hypothetical protein
fasta::barcode71.ffn:bc71_01078,-,bc71_01078,-,N,882,65.76,0.786,,Outer membrane protein assembly factor BamD
fasta::barcode71.ffn:bc71_01079,-,bc71_01079,-,N,996,70.18,0.768,,Ribosomal large subunit pseudouridine synthase D
fasta::barcode71.ffn:bc71_01080,-,bc71_01080,-,N,792,72.22,0.703,,Polyphenol oxidase
fasta::barcode71.ffn:bc71_01081,-,bc71_01081,-,N,507,68.84,0.667,,hypothetical protein
fasta::barcode71.ffn:bc71_01082,-,bc71_01082,-,N,420,67.14,0.634,,DCC1-like thiol-disulfide oxidoreductase
fasta::barcode71.ffn:bc71_01083,-,bc71_01083,-,N,1869,66.88,0.751,,Methyl-accepting chemotaxis protein (MCP) signalling domain protein
fasta::barcode71.ffn:bc71_01084,-,bc71_01084,-,N,2475,67.31,0.759,,Quinoprotein glucose dehydrogenase
fasta::barcode71.ffn:bc71_01085,-,bc71_01085,-,N,1368,62.72,0.676,,RipTPS
fasta::barcode71.ffn:bc71_01086,-,bc71_01086,-,N,1779,64.08,0.724,,Trehalase
fasta::barcode71.ffn:bc71_01087,-,bc71_01087,-,N,759,67.59,0.62,,Trehalose-6-phosphate phosphatase
fasta::barcode71.ffn:bc71_01088,-,bc71_01088,-,N,2436,66.38,0.8,,Vitamin B12 transporter BtuB
fasta::barcode71.ffn:bc71_01089,-,bc71_01089,-,N,474,69.41,0.746,,hypothetical protein
fasta::barcode71.ffn:bc71_01090,-,bc71_01090,-,N,873,69.19,0.719,,hypothetical protein
fasta::barcode71.ffn:bc71_01091,-,bc71_01091,-,N,1650,66.36,0.682,,hypothetical protein
fasta::barcode71.ffn:bc71_01092,-,bc71_01092,-,N,1167,68.29,0.7,,hypothetical protein
fasta::barcode71.ffn:bc71_01093,-,bc71_01093,-,N,813,69.25,0.628,,hypothetical protein
fasta::barcode71.ffn:bc71_01094,-,bc71_01094,-,N,708,63.56,0.719,,hypothetical protein
fasta::barcode71.ffn:bc71_01095,-,bc71_01095,-,N,309,68.28,0.61,,GIY-YIG catalytic domain protein
fasta::barcode71.ffn:bc71_01096,-,bc71_01096,-,N,384,70.83,0.526,,hypothetical protein
fasta::barcode71.ffn:bc71_01097,-,bc71_01097,-,N,2586,64.23,0.791,,endopeptidase Clp ATP-binding chain C 
fasta::barcode71.ffn:bc71_01098,-,bc71_01098,-,N,888,61.94,0.483,,hypothetical protein
fasta::barcode71.ffn:bc71_01099,-,bc71_01099,-,N,1287,64.8,0.712,,O-acetyl-L-homoserine sulfhydrylase 1
fasta::barcode71.ffn:bc71_01100,-,bc71_01100,-,N,1878,67.52,0.767,,salmochelin receptor IroN 
fasta::barcode71.ffn:bc71_01101,-,bc71_01101,-,N,594,66.5,0.64,,hypothetical protein
fasta::barcode71.ffn:bc71_01102,-,bc71_01102,-,N,615,68.62,0.574,,hypothetical protein
fasta::barcode71.ffn:bc71_01103,-,bc71_01103,-,N,612,64.22,0.677,,Corrinoid adenosyltransferase
fasta::barcode71.ffn:bc71_01104,-,bc71_01104,-,N,1299,68.98,0.678,,Hydrogenobyrinate ac-diamide synthase
fasta::barcode71.ffn:bc71_01105,-,bc71_01105,-,N,912,72.7,0.712,,Cobalamin biosynthesis protein CobD
fasta::barcode71.ffn:bc71_01106,-,bc71_01106,-,N,984,71.44,0.71,,Threonine-phosphate decarboxylase
fasta::barcode71.ffn:bc71_01107,-,bc71_01107,-,N,1476,69.17,0.722,,Cobyric acid synthase
fasta::barcode71.ffn:bc71_01108,-,bc71_01108,-,N,522,69.54,0.693,,Bifunctional adenosylcobalamin biosynthesis protein CobP
fasta::barcode71.ffn:bc71_01109,-,bc71_01109,-,N,1047,70.87,0.733,,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
fasta::barcode71.ffn:bc71_01110,-,bc71_01110,-,N,570,70.88,0.746,,Putative phosphoserine phosphatase 2
fasta::barcode71.ffn:bc71_01111,-,bc71_01111,-,N,735,72.79,0.675,,Adenosylcobinamide-GDP ribazoletransferase
fasta::barcode71.ffn:bc71_01112,-,bc71_01112,-,N,888,72.3,0.742,,GyrI-like small molecule binding domain protein
fasta::barcode71.ffn:bc71_01113,-,bc71_01113,-,N,1284,68.54,0.672,,2-[(L-alanin-3-ylcarbamoyl)methyl]-2-hydroxybutanedioate decarboxylase
fasta::barcode71.ffn:bc71_01114,-,bc71_01114,-,N,1770,67.85,0.683,,IucA / IucC family protein
fasta::barcode71.ffn:bc71_01115,-,bc71_01115,-,N,76,64.47,0.407,,tRNA-Ile(gat)
fasta::barcode71.ffn:bc71_01116,-,bc71_01116,-,N,1803,69.16,0.711,,Staphyloferrin B synthase
fasta::barcode71.ffn:bc71_01117,-,bc71_01117,-,N,1227,67.73,0.734,,hypothetical protein
fasta::barcode71.ffn:bc71_01118,-,bc71_01118,-,N,2130,64.23,0.693,,Fe(3+) dicitrate transport protein FecA
fasta::barcode71.ffn:bc71_01119,-,bc71_01119,-,N,762,67.72,0.636,,5-keto-4-deoxy-D-glucarate aldolase
fasta::barcode71.ffn:bc71_01120,-,bc71_01120,-,N,1698,66.96,0.715,,Putative cation/proton antiporter YbaL
fasta::barcode71.ffn:bc71_01121,-,bc71_01121,-,N,1194,62.31,0.618,,Cytochrome P450 CYP107DY1
fasta::barcode71.ffn:bc71_01122,-,bc71_01122,-,N,2400,65.38,0.775,,Vitamin B12 transporter BtuB
fasta::barcode71.ffn:bc71_01123,-,bc71_01123,-,N,2388,64.15,0.732,,Vitamin B12 transporter BtuB
fasta::barcode71.ffn:bc71_01124,-,bc71_01124,-,N,426,64.79,0.674,,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily protein
fasta::barcode71.ffn:bc71_01125,-,bc71_01125,-,N,2382,66.46,0.763,,Vitamin B12 transporter BtuB
fasta::barcode71.ffn:bc71_01126,-,bc71_01126,-,N,1917,66.67,0.749,,putative ABC transporter ATP-binding protein YheS
fasta::barcode71.ffn:bc71_01127,-,bc71_01127,-,N,552,64.31,0.663,,hypothetical protein
fasta::barcode71.ffn:bc71_01128,-,bc71_01128,-,N,876,70.21,0.684,,transcriptional regulator PtxR 
fasta::barcode71.ffn:bc71_01129,-,bc71_01129,-,N,891,68.35,0.696,,Beta-lactamase CTX-M-1
fasta::barcode71.ffn:bc71_01130,-,bc71_01130,-,N,975,68.21,0.651,,alpha/beta hydrolase fold protein
fasta::barcode71.ffn:bc71_01131,-,bc71_01131,-,N,2148,70.02,0.707,,phospholipase C 
fasta::barcode71.ffn:bc71_01132,-,bc71_01132,-,N,2409,66.13,0.758,,Vitamin B12 transporter BtuB
fasta::barcode71.ffn:bc71_01133,-,bc71_01133,-,N,2295,67.19,0.757,,GT20: alphaalpha-trehalose-phosphate synthase [UDP-forming]  and 3 other functions.
fasta::barcode71.ffn:bc71_01134,-,bc71_01134,-,N,1242,67.55,0.672,,putative MFS-type transporter YcaD
fasta::barcode71.ffn:bc71_01135,-,bc71_01135,-,N,300,64.67,0.75,,Zinc ribbon domain protein
fasta::barcode71.ffn:bc71_01136,-,bc71_01136,-,N,648,71.45,0.653,,hypothetical protein
fasta::barcode71.ffn:bc71_01137,-,bc71_01137,-,N,771,72.37,0.788,,hypothetical protein
